pdbId	chainId	id	COUNT(SCM.id)	maxRmsd
2eht	A	6817	2	0.397
2ehw	C	6818	4	0.496
2ehz	A	6819	5	0.438
2eif	A	6820	2	1.507
2eig	A	6821	4	0.439
2eih	A	6822	2	1.185
2eil	F	6823	98	2.062
2eis	A	6824	2	0.307
2eiu	E	6825	8	1.011
2eix	A	6826	2	0.393
2eiz	B	6827	3	0.676
2ej5	B	6828	2	0.545
2eja	A	6829	2	0.361
2ejq	B	6830	2	2.036
2ek0	A	6831	4	1.367
2ek1	A	6832	12	1.075
2ek5	C	6833	5	2.188
2ek9	A	6834	3	0.294
2ekc	B	6835	2	0.838
2ekd	F	6836	6	0.633
2eke	C	6837	2	2.384
2ekm	A	6838	3	0.233
2ekn	A	6839	3	0.693
2eks	A	6840	3	0.358
2eky	B	6841	12	1.149
2el7	A	6842	2	0.705
2ela	B	6843	4	1.260
2emq	A	6844	2	0.349
2ems	A	6845	21	3.441
2end	A	6846	7	0.671
2enx	A	6847	2	0.426
2eo0	A	6848	2	1.218
2ep5	A	6849	4	0.435
2ep7	B	6850	2	0.196
2epg	B	6851	2	0.564
2epo	A	6852	7	1.032
2eq5	A	6853	4	0.900
2eq8	A	6854	14	0.597
2eq8	C	6855	2	0.443
2eq9	C	6856	4	0.361
2eqb	A	6857	11	3.556
2eqb	B	6858	4	5.156
2eqd	A	6859	6	0.343
2er8	A	6860	8	1.425
2erj	B	6861	17	0.910
2erj	C	6862	3	1.154
2erj	D	6863	53	2.374
2erj	E	6864	9	2.454
2erl	A	6865	2	0.165
2ero	A	6866	6	2.728
2erv	A	6867	2	0.183
2erx	A	6868	2	0.513
2ery	B	6869	2	1.685
2es3	A	6870	4	1.290
2es4	E	6871	2	1.387
2es7	A	6872	4	0.058
2esl	A	6873	6	0.331
2esn	B	6874	4	10.416
2esr	A	6875	2	1.338
2et1	A	6876	5	0.326
2etb	A	6877	5	2.041
2etf	B	6878	4	3.900
2eth	A	6879	2	1.914
2etk	A	6880	66	6.484
2etn	B	6881	3	1.410
2etv	A	6882	2	0.153
2etw	A	6883	11	0.430
2euc	A	6884	2	0.014
2eui	A	6885	4	1.364
2eul	A	6886	12	14.101
2ev4	A	6887	8	1.794
2evb	A	6888	10	1.426
2evu	A	6889	2	0.213
2evv	B	6890	4	0.336
2ew2	B	6891	2	0.720
2ew5	A	6892	5	0.369
2ewb	A	6893	10	0.551
2ewc	B	6894	12	0.705
2ewf	A	6895	8	0.775
2ewm	B	6896	6	0.526
2ewn	A	6897	7	2.359
2ewo	H	6898	12	0.437
2ewt	A	6899	4	0.499
2ewv	A	6900	8	6.441
2ex3	B	6901	6	0.673
2ex5	A	6902	2	0.497
2ex8	A	6903	6	0.947
2exh	A	6904	16	0.435
2exx	A	6905	8	4.107
2ey4	D	6906	4	0.818
2eyi	A	6907	2	1.675
2eyq	A	6908	2	0.774
2eyu	A	6909	2	0.879
2f00	B	6910	2	0.700
2f02	A	6911	4	0.813
2f06	A	6912	2	0.817
2f07	A	6913	2	0.410
2f0c	B	6914	3	1.107
2f17	A	6915	4	0.408
2f19	H	6916	2	0.580
2f1f	A	6917	2	1.275
2f1k	A	6918	4	1.735
2f1m	C	6919	4	2.912
2f1r	A	6920	2	0.844
2f1t	A	6921	9	0.950
2f1w	A	6922	17	3.302
2f1z	B	6923	2	2.400
2f20	A	6924	2	0.370
2f21	A	6925	2	0.359
2f22	B	6926	2	0.622
2f25	A	6927	20	2.206
2f2c	A	6928	6	2.829
2f2e	A	6929	2	0.582
2f2f	A	6930	2	0.029
2f2f	B	6931	3	1.004
2f2f	C	6932	2	0.074
2f2g	A	6933	4	2.873
2f2p	A	6934	4	1.749
2f2q	A	6935	11	5.255
2f2v	A	6936	27	1.540
2f37	B	6937	2	0.790
2f3m	A	6938	20	0.443
2f3n	A	6939	6	0.477
2f3o	A	6940	2	0.320
2f3x	A	6941	2	4.814
2f41	B	6942	4	0.632
2f46	A	6943	2	0.127
2f48	B	6944	4	3.425
2f4e	A	6945	2	1.103
2f4f	A	6946	4	0.805
2f4i	B	6947	4	0.437
2f4l	C	6948	4	0.285
2f4m	A	6949	2	1.608
2f4m	B	6950	2	0.306
2f4n	B	6951	3	0.473
2f4p	A	6952	4	2.622
2f4q	A	6953	2	1.216
2f4w	B	6954	2	0.199
2f4z	A	6955	2	0.349
2f51	A	6956	2	0.462
2f54	K	6957	11	1.859
2f57	B	6958	2	2.406
2f58	H	6959	3	3.670
2f58	L	6960	3	2.624
2f5c	A	6961	36	3.672
2f5k	B	6962	6	0.691
2f5x	B	6963	3	0.415
2f5y	A	6964	2	0.406
2f60	K	6965	6	1.163
2f62	A	6966	10	0.178
2f66	B	6967	5	8.660
2f66	C	6968	4	1.100
2f6a	A	6969	5	1.701
2f6i	C	6970	7	0.852
2f6k	A	6971	2	0.079
2f6l	A	6972	9	2.364
2f6m	A	6973	4	2.223
2f6s	A	6974	2	0.206
2f6u	A	6975	4	0.645
2f7a	A	6976	11	1.863
2f7k	A	6977	18	1.146
2f7l	A	6978	2	0.815
2f7s	A	6979	2	0.974
2f7t	A	6980	3	0.251
2f82	A	6981	4	0.931
2f86	B	6982	7	0.599
2f8a	A	6983	2	0.260
2f8h	A	6984	2	0.116
2f8j	A	6985	18	0.935
2f8k	A	6986	2	0.540
2f8m	A	6987	2	0.406
2f8n	G	6988	3	0.610
2f8t	A	6989	6	3.875
2f8v	T	6990	2	0.672
2f8x	K	6991	8	0.857
2f8y	A	6992	4	4.182
2f91	A	6993	3	0.570
2f96	A	6994	2	0.535
2f99	D	6995	8	0.442
2f9c	A	6996	4	0.859
2f9h	A	6997	2	0.525
2f9i	A	6998	3	0.574
2f9i	B	6999	3	1.531
2f9m	A	7000	4	1.863
2f9p	A	7001	16	0.884
2f9w	A	7002	4	0.946
2f9z	C	7003	2	0.660
2fa1	A	7004	2	0.916
2fa5	B	7005	2	0.607
2fa8	B	7006	4	0.612
2fah	A	7007	8	1.619
2faq	A	7008	6	0.506
2fat	H	7009	3	1.440
2faz	A	7010	2	0.435
2fb4	L	7011	2	0.998
2fb5	A	7012	3	0.156
2fbd	A	7013	4	0.342
2fbe	C	7014	4	1.960
2fbm	A	7015	3	0.448
2fbn	A	7016	2	0.433
2fbt	A	7017	5	0.595
2fbw	C	7018	16	0.440
2fc2	A	7019	10	2.321
2fca	A	7020	2	0.708
2fcb	A	7021	4	1.341
2fcj	B	7022	6	1.169
2fcu	A	7023	6	1.217
2fd6	L	7024	5	1.373
2fdb	M	7025	2	0.040
2fdd	A	7026	2	0.101
2fdo	B	7027	2	0.870
2fdq	A	7028	3	0.409
2fe3	B	7029	6	14.997
2fe7	B	7030	2	0.484
2fea	A	7031	2	0.978
2fef	B	7032	3	0.519
2fen	D	7033	24	0.821
2fex	A	7034	3	0.437
2ff2	B	7035	20	0.868
2ff4	A	7036	3	1.021
2ff6	G	7037	2	0.166
2ffb	A	7038	18	2.552
2ffc	A	7039	2	0.134
2ffg	A	7040	2	0.573
2ffh	A	7041	3	0.610
2ffi	A	7042	2	0.040
2ffj	B	7043	2	0.570
2ffs	A	7044	2	0.175
2ffu	A	7045	6	8.158
2fg0	A	7046	3	0.353
2fg1	A	7047	3	0.580
2fg8	A	7048	12	0.829
2fge	A	7049	2	0.685
2fgr	A	7050	3	0.424
2fgy	A	7051	2	0.092
2fh7	A	7052	3	0.625
2fh9	A	7053	6	2.927
2fhd	A	7054	3	1.732
2fhe	A	7055	2	0.102
2fhk	A	7056	12	0.489
2fhp	A	7057	2	0.523
2fhq	A	7058	2	0.495
2fi7	A	7059	4	1.567
2fia	B	7060	2	0.440
2fic	B	7061	2	0.840
2fid	B	7062	4	2.122
2fim	B	7063	2	0.944
2fio	A	7064	8	0.817
2fiq	A	7065	4	0.664
2fit	A	7066	8	0.485
2fiu	A	7067	2	0.292
2fiv	A	7068	9	0.280
2fiy	A	7069	2	1.121
2fj8	A	7070	4	1.514
2fj9	A	7071	3	0.645
2fjc	B	7072	16	0.694
2fjf	H	7073	17	5.018
2fjh	H	7074	2	0.801
2fji	1	7075	2	0.749
2fjk	A	7076	4	0.748
2fjr	A	7077	2	4.626
2fjt	A	7078	8	1.336
2fjy	B	7079	6	6.991
2fk1	A	7080	12	1.214
2fk5	A	7081	10	1.222
2fkb	C	7082	3	1.032
2fkd	A	7083	14	0.151
2fkh	B	7084	6	4.427
2fkj	A	7085	3	3.619
2fkl	A	7086	2	0.887
2fkn	B	7087	4	0.257
2fko	A	7088	3	0.292
2fkw	B	7089	15	0.258
2fl0	A	7090	24	0.331
2fl5	H	7091	4	1.823
2fl5	L	7092	4	2.060
2fld	B	7093	12	0.586
2flh	B	7094	9	1.468
2fli	C	7095	12	0.213
2flq	A	7096	2	0.484
2flz	A	7097	6	1.289
2fm1	D	7098	20	0.814
2fm8	A	7099	2	1.261
2fmb	A	7100	2	0.162
2fml	A	7101	2	2.549
2fmm	A	7102	4	3.424
2fmt	A	7103	4	1.635
2fmy	A	7104	6	11.325
2fn8	A	7105	3	3.253
2fna	A	7106	2	0.468
2fne	C	7107	3	0.834
2fni	A	7108	6	0.373
2fnj	A	7109	3	1.028
2fno	A	7110	2	0.059
2fo0	A	7111	5	23.165
2fo1	A	7112	4	3.579
2fo5	A	7113	4	0.432
2foi	A	7114	2	0.426
2fon	B	7115	3	0.673
2fpb	A	7116	20	1.181
2fpe	A	7117	12	1.294
2fpf	A	7118	4	0.001
2fpo	C	7119	6	0.890
2fps	B	7120	10	0.378
2fq1	A	7121	2	2.748
2fq6	B	7122	12	0.341
2fqm	D	7123	6	2.478
2fqp	C	7124	4	0.556
2fqx	A	7125	3	0.585
2fr0	A	7126	2	0.428
2fr6	A	7127	12	1.516
2frd	C	7128	8	0.844
2fre	A	7129	2	0.555
2frh	A	7130	6	19.569
2frx	A	7131	4	0.117
2fs2	B	7132	4	3.966
2fsd	A	7133	2	0.495
2fse	A	7134	2	0.375
2fse	B	7135	2	0.500
2fsk	B	7136	5	1.757
2fsw	B	7137	2	0.359
2fsy	A	7138	49	5.953
2ft0	A	7139	4	1.140
2ft3	F	7140	6	0.402
2ft9	A	7141	2	1.111
2ftk	B	7142	10	1.453
2ftr	A	7143	2	0.331
2ftx	B	7144	4	1.947
2fu3	B	7145	27	2.931
2fu4	A	7146	2	0.306
2fu5	A	7147	2	0.195
2fua	A	7148	17	0.694
2fue	A	7149	7	0.932
2ful	E	7150	6	2.049
2fun	B	7151	16	3.744
2fur	A	7152	2	0.506
2fuv	A	7153	6	1.110
2fvh	A	7154	3	0.933
2fvl	A	7155	3	0.345
2fvm	A	7156	12	0.411
2fvv	A	7157	2	0.357
2fw2	F	7158	6	1.251
2fwr	A	7159	4	1.854
2fxa	B	7160	4	1.763
2fxd	A	7161	2	0.848
2fxi	A	7162	10	2.257
2fxo	A	7163	6	3.815
2fy3	A	7164	4	0.758
2fyf	A	7165	4	0.171
2fyg	A	7166	5	2.201
2fyi	C	7167	4	1.117
2fyn	C	7168	38	6.206
2fyp	A	7169	52	11.343
2fyt	A	7170	5	0.574
2fyw	A	7171	3	0.296
2fyx	A	7172	2	0.091
2fyz	E	7173	3	0.627
2fyz	F	7174	3	1.159
2fz2	B	7175	12	1.558
2fz6	A	7176	8	2.613
2fzf	A	7177	2	1.891
2fzp	A	7178	6	0.671
2fzt	B	7179	4	0.824
2fzv	B	7180	4	2.650
2g02	A	7181	2	0.217
2g04	A	7182	6	0.344
2g0a	A	7183	17	1.137
2g0b	B	7184	8	2.089
2g0j	C	7185	6	0.825
2g0t	B	7186	2	0.626
2g0w	B	7187	2	0.296
2g0y	A	7188	2	0.329
2g18	D	7189	12	1.515
2g1u	A	7190	5	1.406
2g2o	A	7191	5	0.625
2g2q	B	7192	3	1.525
2g2r	H	7193	2	0.887
2g2r	L	7194	2	0.556
2g2u	B	7195	22	1.972
2g2x	A	7196	3	0.119
2g37	B	7197	4	1.490
2g39	A	7198	2	0.255
2g3b	A	7199	2	1.851
2g3d	A	7200	4	0.493
2g3d	B	7201	4	0.218
2g3f	A	7202	4	0.452
2g3h	A	7203	2	0.754
2g3i	A	7204	4	0.343
2g3m	F	7205	12	0.407
2g3p	A	7206	3	2.009
2g3v	A	7207	4	0.457
2g3w	A	7208	2	0.835
2g45	A	7209	10	17.726
2g4c	A	7210	12	1.602
2g4r	A	7211	3	0.825
2g4s	A	7212	2	0.238
2g54	A	7213	99	1.893
2g5b	B	7214	4	0.732
2g5c	B	7215	4	1.497
2g5h	C	7216	6	1.220
2g62	A	7217	15	1.841
2g6g	A	7218	2	1.346
2g6t	A	7219	2	0.451
2g6v	B	7220	6	1.867
2g6w	A	7221	4	1.655
2g6x	B	7222	14	0.956
2g6z	A	7223	3	0.185
2g77	A	7224	2	0.996
2g7c	B	7225	6	1.973
2g7f	A	7226	3	0.194
2g7r	A	7227	2	0.056
2g7u	A	7228	4	15.742
2g7z	A	7229	2	0.435
2g80	A	7230	4	1.701
2g84	A	7231	18	3.764
2g88	A	7232	30	3.062
2g8e	A	7233	10	1.256
2g8l	B	7234	2	0.765
2g8s	A	7235	2	0.048
2g8y	A	7236	2	0.299
2g9e	A	7237	10	0.878
2g9g	A	7238	4	0.952
2g9w	A	7239	2	4.132
2g9z	A	7240	4	0.574
2ga0	A	7241	8	0.361
2ga1	A	7242	2	3.249
2ga4	A	7243	3	0.319
2gaa	A	7244	2	0.215
2gag	D	7245	2	0.209
2gah	A	7246	2	0.227
2gah	B	7247	2	0.149
2gah	C	7248	2	0.251
2gai	A	7249	4	0.357
2gak	A	7250	10	0.809
2gan	A	7251	2	0.723
2gao	B	7252	2	0.311
2gas	A	7253	2	0.755
2gax	A	7254	2	0.179
2gb0	B	7255	40	0.633
2gb3	B	7256	6	0.129
2gb5	A	7257	9	3.219
2gb7	B	7258	8	0.618
2gbb	A	7259	4	0.757
2gbi	A	7260	20	0.761
2gbj	B	7261	2	1.190
2gbk	C	7262	4	0.376
2gbm	A	7263	5	2.869
2gbo	A	7264	2	0.197
2gbp	A	7265	9	4.291
2gbr	A	7266	3	0.916
2gbw	A	7267	6	0.375
2gbw	B	7268	6	0.549
2gc9	A	7269	12	2.202
2gca	A	7270	7	2.022
2gcd	A	7271	2	0.645
2gcg	A	7272	16	1.101
2gcu	A	7273	4	0.371
2gcy	B	7274	4	1.787
2gd5	D	7275	4	1.797
2gd9	A	7276	2	0.463
2gdm	A	7277	17	1.254
2gdr	A	7278	10	0.565
2ge3	A	7279	4	0.631
2ge5	A	7280	2	0.905
2ge8	G	7281	12	1.289
2geb	A	7282	5	0.703
2gec	B	7283	2	2.583
2ged	A	7284	2	0.292
2gef	B	7285	2	0.381
2gep	A	7286	13	0.604
2gex	A	7287	2	2.660
2gey	A	7288	4	2.998
2gez	B	7289	4	0.516
2gez	C	7290	4	0.463
2gf0	B	7291	4	1.327
2gf2	A	7292	8	0.797
2gf4	A	7293	2	0.551
2gf6	A	7294	4	0.606
2gfb	A	7295	17	3.636
2gff	B	7296	2	0.546
2gfg	A	7297	3	0.953
2gfi	A	7298	2	0.202
2gfn	B	7299	2	0.837
2gfp	A	7300	2	0.001
2gfq	A	7301	3	0.425
2ggd	A	7302	7	4.088
2gge	D	7303	10	0.669
2ggm	A	7304	2	0.327
2ggs	A	7305	2	0.659
2ggt	A	7306	5	0.813
2ggz	A	7307	2	0.819
2gh0	A	7308	2	0.523
2gh0	C	7309	9	1.312
2gh1	A	7310	4	0.255
2gh8	A	7311	3	2.287
2ghi	A	7312	4	1.436
2ghj	A	7313	4	4.830
2gho	D	7314	3	4.214
2ghp	B	7315	8	0.705
2ghr	A	7316	2	0.322
2ghw	B	7317	2	0.538
2gi7	A	7318	2	0.647
2gia	G	7319	7	1.233
2gib	A	7320	2	0.415
2gie	A	7321	47	1.734
2gim	A	7322	4	0.477
2gix	A	7323	4	1.405
2giy	A	7324	2	0.534
2gj3	A	7325	2	0.891
2gj7	F	7326	2	0.001
2gj8	D	7327	10	1.402
2gje	D	7328	7	1.352
2gjg	A	7329	2	12.344
2gjp	A	7330	3	0.582
2gjs	A	7331	10	1.639
2gjt	A	7332	4	1.196
2gju	A	7333	4	0.259
2gjv	A	7334	6	0.684
2gjx	A	7335	4	0.579
2gjz	H	7336	4	5.431
2gk1	A	7337	4	0.323
2gk1	B	7338	6	0.433
2gk1	I	7339	4	0.341
2gk2	B	7340	14	0.875
2gk3	E	7341	6	0.547
2gk4	A	7342	2	1.506
2gk9	B	7343	4	0.855
2gki	B	7344	2	17.146
2gks	B	7345	2	2.446
2gl0	A	7346	12	0.549
2gl5	A	7347	10	0.561
2gl7	B	7348	5	2.766
2gl8	D	7349	4	1.154
2gl9	C	7350	12	0.410
2glf	A	7351	4	0.324
2glj	A	7352	24	1.167
2gls	A	7353	72	2.451
2glu	A	7354	4	0.465
2glx	A	7355	6	0.360
2glz	A	7356	2	0.269
2gm3	A	7357	6	1.419
2gm5	A	7358	8	5.090
2gm8	A	7359	8	1.580
2gmf	A	7360	13	2.803
2gmj	A	7361	4	0.492
2gml	A	7362	2	0.691
2gmq	A	7363	2	0.199
2gms	A	7364	16	0.851
2gmw	B	7365	8	0.471
2gmy	A	7366	6	0.244
2gn0	C	7367	7	0.985
2gn4	A	7368	10	0.929
2gnc	A	7369	2	0.582
2gnn	B	7370	4	1.033
2go7	C	7371	4	0.614
2gop	A	7372	2	0.912
2gou	A	7373	7	1.066
2gox	B	7374	8	0.556
2goy	B	7375	8	0.801
2gp4	A	7376	2	0.330
2gp6	A	7377	2	0.522
2gpc	A	7378	2	0.389
2gpe	D	7379	6	0.987
2gpy	B	7380	2	1.116
2gpz	A	7381	2	0.005
2gq0	B	7382	2	0.622
2gqd	A	7383	2	0.207
2gqq	C	7384	4	1.187
2gqr	A	7385	4	0.626
2gqt	A	7386	2	0.481
2gr7	A	7387	6	0.072
2gr8	A	7388	6	0.213
2gr9	A	7389	10	1.155
2gre	A	7390	16	0.603
2grj	A	7391	8	0.544
2grk	A	7392	2	1.968
2grm	A	7393	41	5.298
2gru	A	7394	4	0.646
2grv	A	7395	3	0.537
2grx	C	7396	2	0.697
2gs4	A	7397	2	0.744
2gs5	A	7398	2	1.784
2gs9	A	7399	2	0.272
2gsa	A	7400	22	2.777
2gsc	B	7401	5	0.596
2gsi	A	7402	4	0.539
2gsi	D	7403	4	0.449
2gsk	A	7404	12	3.564
2gsl	F	7405	6	1.013
2gsn	A	7406	8	0.338
2gsr	A	7407	2	0.227
2gsv	B	7408	2	0.758
2gta	A	7409	4	1.807
2gti	A	7410	2	0.320
2gtl	A	7411	6	0.393
2gtl	B	7412	6	0.514
2gtr	A	7413	3	1.591
2gtt	L	7414	22	1.240
2gu0	A	7415	2	0.577
2guh	A	7416	2	0.845
2gui	A	7417	5	1.420
2guj	B	7418	2	0.060
2guk	B	7419	2	0.918
2gum	B	7420	3	0.530
2guv	A	7421	6	1.000
2guw	B	7422	3	1.170
2guz	A	7423	8	1.833
2guz	B	7424	8	1.198
2gv5	C	7425	2	0.665
2gv9	B	7426	2	0.905
2gvc	A	7427	8	0.285
2gvh	B	7428	3	0.641
2gvn	A	7429	36	1.089
2gw1	A	7430	2	0.741
2gw2	A	7431	3	0.189
2gw3	A	7432	2	0.029
2gw4	A	7433	2	0.027
2gw4	B	7434	2	0.037
2gwc	F	7435	11	0.727
2gwf	E	7436	3	0.404
2gwg	A	7437	2	0.457
2gwh	B	7438	3	1.576
2gwl	A	7439	2	0.440
2gwo	C	7440	8	0.590
2gx5	C	7441	6	3.667
2gx8	C	7442	3	1.774
2gx9	A	7443	4	1.377
2gxa	E	7444	12	3.966
2gxf	A	7445	4	1.624
2gy5	A	7446	2	0.702
2gyq	A	7447	2	1.171
2gz4	A	7448	4	0.510
2gz6	A	7449	2	0.235
2gza	C	7450	3	1.661
2gzb	A	7451	2	0.210
2gzh	B	7452	4	0.460
2gzm	A	7453	4	0.649
2gzs	A	7454	2	1.104
2h01	A	7455	2	0.353
2h0h	B	7456	14	1.457
2h0j	B	7457	6	0.989
2h0r	A	7458	14	0.511
2h0v	A	7459	4	1.911
2h11	A	7460	3	0.153
2h12	B	7461	6	0.449
2h1e	A	7462	2	0.289
2h1i	A	7463	3	0.835
2h1k	B	7464	2	0.619
2h1n	A	7465	4	0.217
2h1o	E	7466	4	6.383
2h1r	B	7467	2	0.443
2h1t	A	7468	2	0.252
2h1y	B	7469	2	0.318
2h27	A	7470	2	0.480
2h28	A	7471	2	0.454
2h2a	A	7472	4	0.813
2h2c	A	7473	10	5.196
2h2k	A	7474	4	0.452
2h2r	A	7475	3	0.860
2h2y	A	7476	4	0.826
2h32	B	7477	3	5.812
2h34	A	7478	2	0.695
2h39	B	7479	10	2.210
2h3h	A	7480	10	4.241
2h3l	A	7481	10	0.766
2h3n	A	7482	2	0.389
2h42	A	7483	27	5.506
2h47	C	7484	4	0.494
2h47	F	7485	56	0.646
2h47	G	7486	56	0.759
2h4c	A	7487	4	1.419
2h4c	B	7488	4	0.895
2h4m	D	7489	2	1.257
2h4o	A	7490	4	0.377
2h4q	B	7491	2	0.214
2h4r	A	7492	2	2.371
2h4u	D	7493	4	0.607
2h4x	A	7494	16	2.142
2h56	A	7495	3	2.764
2h57	B	7496	3	0.403
2h59	A	7497	18	2.338
2h5e	A	7498	2	0.375
2h5f	A	7499	2	0.650
2h5g	B	7500	2	0.181
2h5n	A	7501	4	1.082
2h5y	B	7502	6	0.478
2h63	D	7503	4	0.095
2h64	B	7504	12	2.085
2h6b	A	7505	21	16.444
2h6c	A	7506	2	9.549
2h6j	A	7507	21	0.591
2h6l	A	7508	3	0.102
2h6r	B	7509	8	1.305
2h6s	A	7510	2	0.699
2h7o	A	7511	3	1.920
2h7w	A	7512	2	0.498
2h7y	A	7513	14	0.905
2h84	A	7514	2	0.156
2h85	A	7515	11	4.549
2h8e	A	7516	7	1.124
2h8k	A	7517	3	0.448
2h8l	A	7518	3	1.097
2h8p	C	7519	3	0.229
2h8p	D	7520	3	0.302
2h8r	A	7521	2	0.667
2h8u	A	7522	2	0.825
2h92	A	7523	3	0.082
2h96	A	7524	46	4.113
2h98	A	7525	2	0.969
2h9d	D	7526	16	1.051
2h9g	B	7527	2	0.126
2h9l	A	7528	169	2.986
2h9u	A	7529	3	2.362
2ha8	A	7530	2	0.287
2ha9	B	7531	2	0.519
2hag	A	7532	2	0.323
2hak	E	7533	8	1.455
2han	A	7534	2	0.405
2han	B	7535	3	0.670
2hay	D	7536	4	0.547
2hba	A	7537	3	0.753
2hbk	A	7538	6	1.350
2hc0	A	7539	6	1.396
2hc1	A	7540	17	1.984
2hc9	A	7541	3	0.135
2hcj	A	7542	7	0.278
2hd0	H	7543	12	0.393
2hd3	B	7544	18	1.729
2hd9	A	7545	3	0.584
2hdi	A	7546	2	4.309
2hdw	A	7547	2	0.369
2he2	A	7548	2	0.513
2he9	A	7549	2	0.188
2hei	B	7550	2	0.138
2hek	A	7551	2	0.712
2heo	A	7552	2	0.660
2heu	A	7553	18	3.194
2hev	R	7554	3	2.048
2hey	F	7555	3	1.572
2hf0	A	7556	4	0.432
2hf1	A	7557	2	0.404
2hf2	B	7558	14	3.656
2hf8	A	7559	4	0.349
2hfg	H	7560	3	1.018
2hfo	A	7561	26	3.758
2hfu	A	7562	4	0.856
2hfz	A	7563	3	1.210
2hg4	D	7564	6	2.555
2hhl	C	7565	4	2.379
2hi0	A	7566	2	1.094
2hi1	A	7567	2	0.813
2hih	A	7568	2	0.299
2hii	A	7569	13	1.639
2hin	A	7570	4	1.324
2hip	A	7571	2	0.648
2hiv	A	7572	2	0.680
2hiy	D	7573	4	0.515
2hj0	A	7574	2	0.189
2hj1	B	7575	2	1.241
2hj3	A	7576	2	0.394
2hj9	C	7577	4	1.272
2hjd	D	7578	4	0.373
2hjh	B	7579	2	0.852
2hjm	A	7580	4	0.542
2hjn	A	7581	2	3.518
2hjp	A	7582	3	0.337
2hjr	B	7583	12	0.404
2hjv	A	7584	2	1.054
2hk1	A	7585	8	0.573
2hk3	A	7586	4	0.174
2hk6	A	7587	16	0.675
2hk7	A	7588	14	1.606
2hke	A	7589	2	0.388
2hkf	H	7590	2	0.698
2hkn	A	7591	16	10.865
2hku	A	7592	2	1.350
2hle	A	7593	2	2.071
2hlq	A	7594	2	2.693
2hls	A	7595	2	0.712
2hlz	C	7596	6	0.742
2hmi	C	7597	3	0.609
2hmu	A	7598	14	1.044
2hnf	A	7599	2	0.385
2hni	B	7600	52	1.792
2hnk	B	7601	3	0.415
2hnl	A	7602	2	0.287
2hnu	A	7603	15	1.784
2ho4	B	7604	2	1.109
2hos	B	7605	4	0.430
2how	A	7606	4	0.394
2hox	B	7607	7	0.426
2hp0	A	7608	4	0.555
2hpg	A	7609	4	1.330
2hpl	A	7610	4	0.977
2hps	A	7611	3	4.054
2hpv	A	7612	4	0.365
2hq4	B	7613	2	0.511
2hq7	B	7614	2	0.785
2hq9	B	7615	2	0.930
2hqa	A	7616	3	1.460
2hqh	E	7617	4	0.111
2hql	A	7618	6	1.976
2hqm	A	7619	2	0.134
2hqs	A	7620	17	2.608
2hqu	B	7621	16	0.676
2hqw	B	7622	2	1.031
2hqy	A	7623	2	0.778
2hr2	B	7624	6	0.730
2hr3	D	7625	4	1.868
2hr7	A	7626	2	4.400
2hra	A	7627	4	1.213
2hrp	H	7628	4	0.759
2hrv	A	7629	2	1.207
2hs3	A	7630	9	1.491
2hsa	A	7631	10	2.005
2hsd	A	7632	8	0.571
2hsi	B	7633	2	0.619
2hsj	D	7634	4	0.415
2hsm	B	7635	23	5.792
2hsz	A	7636	2	0.178
2ht9	B	7637	2	1.120
2hta	A	7638	6	0.585
2htd	B	7639	2	0.481
2htm	C	7640	4	0.335
2htw	A	7641	3	0.699
2hu9	A	7642	2	0.403
2hun	A	7643	2	1.295
2huo	A	7644	2	0.215
2hup	A	7645	2	0.452
2hur	A	7646	6	0.765
2huu	A	7647	6	0.277
2hv2	B	7648	6	0.686
2hv8	E	7649	15	2.385
2hvb	B	7650	4	0.526
2hvr	A	7651	5	21.611
2hvw	A	7652	7	1.580
2hvy	B	7653	2	0.540
2hw5	A	7654	6	0.446
2hw6	A	7655	4	0.554
2hwe	1	7656	4	0.450
2hwf	2	7657	4	0.001
2hwg	A	7658	2	1.874
2hwj	A	7659	6	0.809
2hwn	B	7660	8	0.887
2hwy	A	7661	2	1.150
2hx0	A	7662	2	0.451
2hx1	A	7663	4	0.646
2hxg	A	7664	9	0.660
2hxi	B	7665	2	2.548
2hxo	A	7666	2	0.803
2hxs	A	7667	2	4.333
2hy5	B	7668	7	0.400
2hy6	D	7669	7	0.392
2hy7	A	7670	4	0.461
2hyb	A	7671	7	0.216
2hyb	C	7672	7	0.207
2hyd	A	7673	4	0.476
2hye	B	7674	3	1.497
2hye	D	7675	13	12.221
2hyi	A	7676	11	2.058
2hyi	B	7677	5	0.602
2hyi	D	7678	2	5.497
2hyp	A	7679	3	0.198
2hyx	A	7680	8	0.396
2hz5	A	7681	2	0.105
2hzb	A	7682	8	0.577
2hzc	A	7683	2	0.202
2hzf	A	7684	4	0.388
2hzg	A	7685	2	1.858
2hzk	D	7686	6	1.758
2hzp	A	7687	2	0.152
2hzq	A	7688	2	0.379
2hzt	A	7689	4	1.097
2i00	C	7690	6	0.977
2i02	A	7691	2	1.199
2i04	A	7692	2	0.357
2i0e	A	7693	2	0.510
2i0f	A	7694	15	0.628
2i0i	A	7695	3	0.565
2i0q	A	7696	15	12.096
2i10	B	7697	2	1.979
2i13	A	7698	2	1.015
2i14	A	7699	6	0.021
2i15	A	7700	3	0.700
2i19	A	7701	35	2.297
2i1b	A	7702	48	1.602
2i1k	A	7703	2	0.700
2i1m	A	7704	2	0.770
2i1n	B	7705	2	5.161
2i1o	A	7706	4	0.475
